Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
3183349;Albaredo;Albaredo;Albaredo,Albaredo per San Marco;P;PPLA3;IT;Italy;;09;SO;014001;;349;950;928;Europe/Rome;2014-04-13;Italy;46.10293, 9.59046
3183367;Alanno;Alanno;Alanno;P;PPLA3;IT;Italy;;01;PE;068002;;754;307;285;Europe/Rome;2014-04-13;Italy;42.29552, 13.97084
3183411;Agugliano;Agugliano;Agugliano,aguriano,アグリアーノ;P;PPLA3;IT;Italy;;10;AN;042001;;3465;203;196;Europe/Rome;2014-04-13;Italy;43.54368, 13.38574
3183541;Acerra;Acerra;Acerra,Acerrae,acherra,アチェッラ;P;PPLA3;IT;Italy;;04;NA;063001;;59910;28;30;Europe/Rome;2022-09-27;Italy;40.94477, 14.3714
3183544;Acerno;Acerno;Acerno,Acernu,Acernum,Acherno,Acierno,a qie er nuo,acheleuno,acheruno,asrnw,Ачерно,Աչերնո,اسرنو,アチェルノ,阿切尔诺,아체르노;P;PPLA3;IT;Italy;;04;SA;065001;;2872;727;731;Europe/Rome;2014-01-16;Italy;40.73771, 15.05695
3217430;Ruda;Ruda;Ruda,Rude;P;PPLA3;IT;Italy;;06;UD;030098;;1399;12;9;Europe/Rome;2014-04-13;Italy;45.83986, 13.40177
3217462;Terzo d'Aquileia;Terzo d'Aquileia;;P;PPLA3;IT;Italy;;06;UD;030120;;2679;5;1;Europe/Rome;2014-04-13;Italy;45.79994, 13.34177
3219043;Badoere;Badoere;;P;PPLA3;IT;Italy;;20;TV;026047;;2165;23;22;Europe/Rome;2014-04-13;Italy;45.6342, 12.08518
6324374;Viganella;Viganella;Vicanella,Viganela,Viganella,fyjanyla,vuiganerra,wei jia nei la,Виганелла,Віганела,Віганелла,Վիգանելլա,فيجانيلا,ヴィガネッラ,维加内拉;P;PPLA3;IT;Italy;;12;VB;103078;;103;582;570;Europe/Rome;2016-11-12;Italy;46.05173, 8.19374
6534235;Cassano Magnago;Cassano Magnago;;P;PPLA3;IT;Italy;;09;VA;012040;;21208;261;260;Europe/Rome;2015-08-01;Italy;45.67206, 8.82691
6534346;Castelspina;Castelspina;;P;PPLA3;IT;Italy;;12;AL;006054;;363;116;115;Europe/Rome;2014-01-11;Italy;44.80615, 8.58315
6534349;Oviglio;Oviglio;;P;PPLA3;IT;Italy;;12;AL;006122;;920;107;109;Europe/Rome;2014-01-11;Italy;44.86125, 8.48774
6534363;Montezemolo;Montezemolo;;P;PPLA3;IT;Italy;;12;CN;004141;;305;;734;Europe/Rome;2012-02-15;Italy;44.37703, 8.14114
6534387;Incisa Scapaccino;Incisa Scapaccino;;P;PPLA3;IT;Italy;;12;AT;005058;;2031;;129;Europe/Rome;2012-02-15;Italy;44.80805, 8.37584
6534390;Rondanina;Rondanina;;P;PPLA3;IT;Italy;;08;GE;010050;;41;981;987;Europe/Rome;2014-01-19;Italy;44.56325, 9.21806
6534407;Pozzol Groppo;Pozzol Groppo;;P;PPLA3;IT;Italy;;12;AL;006137;;397;;366;Europe/Rome;2012-02-15;Italy;44.87806, 9.02985
6534411;Blevio;Blevio;;P;PPLA3;IT;Italy;;09;CO;013026;;1182;231;264;Europe/Rome;2014-01-16;Italy;45.84218, 9.10514
6534434;Borgio;Borgio;;P;PPLA3;IT;Italy;;08;SV;009013;;2167;;8;Europe/Rome;2014-05-01;Italy;44.15906, 8.30832
6534502;Piario;Piario;;P;PPLA3;IT;Italy;;09;BG;016163;;1109;539;543;Europe/Rome;2014-01-16;Italy;45.89649, 9.92726
6534514;Sant'Omobono Terme;Sant'Omobono Terme;;P;PPLA3;IT;Italy;;09;BG;016252;;3184;;398;Europe/Rome;2016-11-11;Italy;45.80838, 9.53625
6534548;Longhena;Longhena;;P;PPLA3;IT;Italy;;09;BS;017093;;586;91;93;Europe/Rome;2014-01-16;Italy;45.43768, 10.05967
6534555;Corte de' Cortesi con Cignone;Corte de' Cortesi con Cignone;;P;PPLA3;IT;Italy;;09;CR;019032;;993;;62;Europe/Rome;2012-02-15;Italy;45.27317, 10.00787
6534590;Vigo di Ton;Vigo di Ton;;P;PPLA3;IT;Italy;;17;TN;022200;;585;;464;Europe/Rome;2014-05-10;Italy;46.26531, 11.08798
6534632;Ossana;Ossana;;P;PPLA3;IT;Italy;;17;TN;022131;;202;1003;1004;Europe/Rome;2014-01-11;Italy;46.30651, 10.73757
6534781;Magrè sulla Strada del Vino;Magre sulla Strada del Vino;Margreid an der Weinstrasse;P;PPLA3;IT;Italy;;17;BZ;021045;;1026;;234;Europe/Rome;2014-05-01;Italy;46.28791, 11.21068
6534839;Oggebbio;Oggebbio;;P;PPLA3;IT;Italy;;12;VB;103049;;836;;230;Europe/Rome;2013-08-16;Italy;45.99088, 8.64663
6534897;Ponzano Monferrato;Ponzano Monferrato;;P;PPLA3;IT;Italy;;12;AL;006135;;165;385;355;Europe/Rome;2014-01-19;Italy;45.08485, 8.26553
6534908;Azzio;Azzio;;P;PPLA3;IT;Italy;;09;VA;012007;;764;399;382;Europe/Rome;2014-01-16;Italy;45.88468, 8.70853
6535076;Ollomont;Ollomont;;P;PPLA3;IT;Italy;;19;AO;007046;;62;1356;1375;Europe/Rome;2014-01-19;Italy;45.84976, 7.3106
6535090;Bardello;Bardello;;P;PPLA3;IT;Italy;;09;VA;012144;;1377;263;251;Europe/Rome;2023-08-20;Italy;45.83597, 8.69683
6535091;Bisuschio;Bisuschio;;P;PPLA3;IT;Italy;;09;VA;012015;;4055;345;357;Europe/Rome;2014-01-16;Italy;45.87148, 8.86843
6535096;Cantello;Cantello;;P;PPLA3;IT;Italy;;09;VA;012030;;3712;404;408;Europe/Rome;2014-01-16;Italy;45.82248, 8.89593
6535113;Albiolo;Albiolo;;P;PPLA3;IT;Italy;;09;CO;013005;;2508;423;426;Europe/Rome;2014-01-16;Italy;45.80558, 8.93924
6535118;Castelmarte;Castelmarte;;P;PPLA3;IT;Italy;;09;CO;013058;;966;459;455;Europe/Rome;2014-01-16;Italy;45.83238, 9.23304
6535123;Dosso del Liro;Dosso del Liro;;P;PPLA3;IT;Italy;;09;CO;013092;;275;650;649;Europe/Rome;2014-01-16;Italy;46.16399, 9.27294
6535190;Calvagese della Riviera;Calvagese della Riviera;;P;PPLA3;IT;Italy;;09;BS;017033;;728;225;221;Europe/Rome;2014-01-19;Italy;45.53922, 10.44605
6535231;Corte de' Frati;Corte de' Frati;;P;PPLA3;IT;Italy;;09;CR;019033;;1224;51;48;Europe/Rome;2014-01-16;Italy;45.21847, 10.10187
6535255;Cavedine;Cavedine;;P;PPLA3;IT;Italy;;17;TN;022053;;948;504;515;Europe/Rome;2014-01-11;Italy;45.9952, 10.97358
6535295;Casamicciola Terme;Casamicciola Terme;;P;PPLA3;IT;Italy;;04;NA;063019;;8011;43;38;Europe/Rome;2014-01-11;Italy;40.74661, 13.91202
6535298;Scisciano;Scisciano;;P;PPLA3;IT;Italy;;04;NA;063077;;4209;31;35;Europe/Rome;2014-01-11;Italy;40.90663, 14.47451
6535300;Cesinali;Cesinali;;P;PPLA3;IT;Italy;;04;AV;064026;;1657;380;369;Europe/Rome;2014-01-16;Italy;40.89711, 14.82774
6535316;Feroleto Antico;Feroleto Antico;;P;PPLA3;IT;Italy;;03;CZ;079048;;344;280;299;Europe/Rome;2014-01-11;Italy;38.96239, 16.3878
6535336;Piatto;Piatto;;P;PPLA3;IT;Italy;;12;BI;096043;;402;383;383;Europe/Rome;2014-01-11;Italy;45.58986, 8.13532
6535354;Pasturo;Pasturo;Pastur,Pasturium,Pasturo,pa si tu luo,pasutouro,Пастуро,Պաստուրո,パストゥーロ,帕斯图罗;P;PPLA3;IT;Italy;;09;LC;097065;;1911;641;614;Europe/Rome;2014-01-16;Italy;45.95168, 9.44414
6535430;Caresanablot;Caresanablot;;P;PPLA3;IT;Italy;;12;VC;002031;;1115;135;133;Europe/Rome;2014-01-11;Italy;45.35736, 8.39203
6535441;Cavaglio D'Agogna;Cavaglio D'Agogna;;P;PPLA3;IT;Italy;;12;NO;003045;;1275;;245;Europe/Rome;2014-05-01;Italy;45.61317, 8.48613
6535481;Rifreddo;Rifreddo;;P;PPLA3;IT;Italy;;12;CN;004181;;770;433;440;Europe/Rome;2014-01-11;Italy;44.65073, 7.34642
6535522;Scurzolengo;Scurzolengo;;P;PPLA3;IT;Italy;;12;AT;005103;;415;253;233;Europe/Rome;2014-01-11;Italy;44.96485, 8.27914
6535526;Viale;Viale;;P;PPLA3;IT;Italy;;12;AT;005114;;225;261;245;Europe/Rome;2014-01-11;Italy;45.00015, 8.04993
6535554;Pareto;Pareto;Parehta,Parej,Pareto,Paretum,Parèj,barytw,pa lei tuo,pareto,Парето,Парэта,Պարետո,باريتو,パレート,帕雷托;P;PPLA3;IT;Italy;;12;AL;006125;;126;476;456;Europe/Rome;2014-01-19;Italy;44.51644, 8.38185
6535588;Zugliano;Zugliano;;P;PPLA3;IT;Italy;;20;VI;024122;;3209;154;145;Europe/Rome;2014-01-11;Italy;45.7298, 11.52399
6535598;Treppo Carnico;Treppo Carnico;;P;PPLA3;IT;Italy;;06;UD;030191;;555;671;672;Europe/Rome;2019-03-08;Italy;46.53323, 13.04292
6535632;Casapesenna;Casapesenna;;P;PPLA3;IT;Italy;;04;CE;061103;;6295;25;30;Europe/Rome;2014-01-16;Italy;40.99151, 14.13613
6535638;Montella;Montella;;P;PPLA3;IT;Italy;;04;AV;064057;;7199;560;587;Europe/Rome;2014-01-16;Italy;40.84372, 15.01785
6535692;Cassina Valsassina;Cassina Valsassina;;P;PPLA3;IT;Italy;;09;LC;097018;;451;849;852;Europe/Rome;2014-01-16;Italy;45.93209, 9.47894
6535701;Montevecchia;Montevecchia;;P;PPLA3;IT;Italy;;09;LC;097053;;117;479;392;Europe/Rome;2014-01-19;Italy;45.70548, 9.38085
6535710;Cornovecchio;Cornovecchio;;P;PPLA3;IT;Italy;;09;LO;098023;;163;52;53;Europe/Rome;2014-01-19;Italy;45.13667, 9.79937
6535740;Zuni;Zuni;;P;PPLA3;IT;Italy;;04;CE;061010;;5856;;118;Europe/Rome;2012-02-22;Italy;41.21722, 14.13082
6535750;Ramponio Verna;Ramponio Verna;;P;PPLA3;IT;Italy;;09;CO;013253;;306;667;701;Europe/Rome;2017-05-25;Italy;45.99698, 9.06633
6535792;Ceretto Lomellina;Ceretto Lomellina;;P;PPLA3;IT;Italy;;09;PV;018044;;180;109;111;Europe/Rome;2014-01-19;Italy;45.24496, 8.67244
6535839;Bastia Mondovì;Bastia Mondovi;;P;PPLA3;IT;Italy;;12;CN;004014;;316;294;297;Europe/Rome;2014-01-16;Italy;44.44194, 7.89444
6535842;Bonvicino;Bonvicino;;P;PPLA3;IT;Italy;;12;CN;004023;;34;502;506;Europe/Rome;2014-01-19;Italy;44.50354, 8.01754
6535852;Castiglione Tinella;Castiglione Tinella;;P;PPLA3;IT;Italy;;12;CN;004056;;218;408;400;Europe/Rome;2014-01-19;Italy;44.72534, 8.19014
6544014;Luco Mugello;Luco Mugello;;P;PPL;IT;Italy;;16;FI;048004;;1405;;305;Europe/Rome;2014-05-04;Italy;44.00032, 11.39611
6698333;Casal Palocco;Casal Palocco;;P;PPLX;IT;Italy;;07;RM;058091;05809110;32706;;11;Europe/Rome;2018-12-11;Italy;41.74845, 12.34726
7799838;Monasterolo;Monasterolo;;P;PPL;IT;Italy;;12;TO;001046;;1048;463;479;Europe/Rome;2014-01-11;Italy;45.23549, 7.50821
8659130;Santa Maria Apparente;Santa Maria Apparente;;P;PPL;IT;Italy;;10;MC;043013;;3040;39;34;Europe/Rome;2014-01-16;Italy;43.29661, 13.69223
8948947;Montedecoro;Montedecoro;Montedecoro;P;PPL;IT;Italy;;04;CE;061048;;2273;;50;Europe/Rome;2014-04-13;Italy;41.02772, 14.41774
8948958;Bandito;Bandito;Bandito;P;PPL;IT;Italy;;12;CN;004029;;2164;;283;Europe/Rome;2014-04-13;Italy;44.72282, 7.82403
8948968;Mulino;Mulino;Mulino;P;PPL;IT;Italy;;05;MO;036041;;2089;;98;Europe/Rome;2014-04-13;Italy;44.49257, 11.04667
8948999;Montelera;Montelera;Montelera;P;PPLA3;IT;Italy;;12;TO;001284;;1969;;493;Europe/Rome;2014-05-20;Italy;45.15429, 7.4429
8949011;Gabbio-Cereda-Ramate;Gabbio-Cereda-Ramate;Gabbio-Cereda-Ramate;P;PPL;IT;Italy;;12;VB;103019;;1929;;259;Europe/Rome;2014-04-13;Italy;45.90959, 8.42113
8949132;Folzano;Folzano;Folzano;P;PPL;IT;Italy;;09;BS;017029;;1529;;107;Europe/Rome;2014-04-13;Italy;45.49587, 10.2065
8949148;Riva;Riva;Riva;P;PPL;IT;Italy;;12;TO;001191;;1492;;325;Europe/Rome;2014-04-13;Italy;44.89252, 7.38189
8949270;Casone;Casone;Casone;P;PPL;IT;Italy;;09;MI;015134;;1226;;153;Europe/Rome;2014-04-13;Italy;45.49818, 8.87635
8949298;Montalbano;Montalbano;Montalbano;P;PPL;IT;Italy;;05;RN;099017;;1171;;21;Europe/Rome;2014-04-13;Italy;43.95879, 12.71646
8949299;Garbagnate;Garbagnate;Garbagnate;P;PPLA3;IT;Italy;;09;LC;097037;;1169;;288;Europe/Rome;2014-05-20;Italy;45.77027, 9.29848
8949327;Stazione Masotti;Stazione Masotti;Stazione Masotti;P;PPL;IT;Italy;;16;PT;047020;;1128;;74;Europe/Rome;2014-04-13;Italy;43.90984, 10.85386
8949343;Nosadello;Nosadello;Nosadello;P;PPL;IT;Italy;;09;CR;019067;;1108;;84;Europe/Rome;2014-04-13;Italy;45.40268, 9.53047
8949344;Stazione di Allerona;Stazione di Allerona;Stazione di Allerona;P;PPL;IT;Italy;;18;TR;055002;;1107;;189;Europe/Rome;2014-04-13;Italy;42.7855, 12.03726
8949356;Molella;Molella;Molella;P;PPL;IT;Italy;;07;LT;059024;;1090;;22;Europe/Rome;2014-04-13;Italy;41.26009, 13.06221
8949395;Brozzo;Brozzo;Brozzo;P;PPL;IT;Italy;;09;BS;017104;;1041;;399;Europe/Rome;2014-04-13;Italy;45.72019, 10.23092
8949414;Colle del Pino;Colle del Pino;Colle del Pino;P;PPL;IT;Italy;;07;RM;058091;05809109;1018;;83;Europe/Rome;2016-12-28;Italy;41.74246, 12.49644
8949479;Rifiano;Rifiano;Rifiano;P;PPLA3;IT;Italy;;17;BZ;021073;;958;;497;Europe/Rome;2014-04-18;Italy;46.70287, 11.18057
8950250;Villa;Villa;Villa;P;PPLA3;IT;Italy;;17;BZ;021075;;542;;904;Europe/Rome;2014-05-20;Italy;46.77977, 11.69047
8951163;Coassolo;Coassolo;Coassolo;P;PPLA3;IT;Italy;;12;TO;001088;;353;;693;Europe/Rome;2014-05-20;Italy;45.29838, 7.46136
8951453;San Giovanni;San Giovanni;San Giovanni;P;PPLA3;IT;Italy;;08;SV;009058;;316;;209;Europe/Rome;2014-05-20;Italy;44.39367, 8.49701
8951587;Chiesa Nuova;Chiesa Nuova;Chiesa Nuova;P;PPLA3;IT;Italy;;08;GE;010053;;302;;38;Europe/Rome;2014-05-20;Italy;44.36976, 9.31161
8958906;Serone;Serone;Serone;P;PPLA3;IT;Italy;;09;SO;014022;;71;;724;Europe/Rome;2016-05-30;Italy;46.15627, 9.58171
9035570;Sant'Orsola;Sant'Orsola;Sant'Orsola;P;PPLA3;IT;Italy;;17;TN;022168;;294;;957;Europe/Rome;2014-05-20;Italy;46.10901, 11.30201
9036128;Taverna Ravindola;Taverna Ravindola;Taverna Ravindola;P;PPL;IT;Italy;;11;IS;094028;;1125;;240;Europe/Rome;2014-05-16;Italy;41.52283, 14.12591
9036135;Spigno Saturnia Inferiore;Spigno Saturnia Inferiore;Spigno Saturnia Inferiore;P;PPLA3;IT;Italy;;07;LT;059031;;954;;53;Europe/Rome;2014-05-20;Italy;41.31146, 13.73685
9036385;Ponte Sasso;Ponte Sasso;Marotta;P;PPL;IT;Italy;;10;PU;041013;;6060;;3;Europe/Rome;2020-05-30;Italy;43.79893, 13.09452
12070068;San Giuseppe;San Giuseppe;;P;PPLX;IT;Italy;;04;NA;063049;2;5191;;35;Europe/Rome;2019-07-22;Italy;40.84507, 14.2517
12188756;Sant'Eufemia della Fonte;Sant'Eufemia della Fonte;;P;PPL;IT;Italy;;09;BS;017029;;3500;140;151;Europe/Rome;2020-09-29;Italy;45.52131, 10.28264
2522839;Tusa;Tusa;Tusa;P;PPLA3;IT;Italy;;15;ME;083101;;1948;614;571;Europe/Rome;2014-01-11;Italy;37.98385, 14.23606
2523035;Sparta';Sparta';Sparta,Sparta di Messina,Spartà,Spartà di Messina;P;PPL;IT;Italy;;15;ME;083048;;1315;;102;Europe/Rome;2014-05-05;Italy;38.29371, 15.53503
2523053;Sorianello;Sorianello;Sorianello;P;PPLA3;IT;Italy;;03;VV;102039;;636;420;302;Europe/Rome;2014-04-13;Italy;38.59415, 16.23212
2523064;Solarussa;Solarussa;Solarussa;P;PPLA3;IT;Italy;;14;OR;095062;;2280;12;17;Europe/Rome;2014-04-13;Italy;39.95499, 8.67393
2523125;Siano;Siano;;P;PPL;IT;Italy;;03;CZ;079023;;2666;375;318;Europe/Rome;2014-01-11;Italy;38.91547, 16.60224
2523132;Seulo;Seulo;Seulo;P;PPLA3;IT;Italy;;14;SU;111082;;871;799;734;Europe/Rome;2018-02-10;Italy;39.86955, 9.23606
2523146;Serra San Bruno;Serra San Bruno;Serra San Bruno;P;PPLA3;IT;Italy;;03;VV;102037;;6202;790;806;Europe/Rome;2014-04-13;Italy;38.57474, 16.32622
2523354;Santa Domenica Vittoria;Santa Domenica Vittoria;Santa Domenica,Santa Domenica Vittoria;P;PPLA3;IT;Italy;;15;ME;083083;;1028;1027;1032;Europe/Rome;2014-04-13;Italy;37.91624, 14.96288
2523407;San Nicolò;San Nicolo;San Nicolo di Ricadi;P;PPL;IT;Italy;;03;VV;102030;;1073;;139;Europe/Rome;2018-12-10;Italy;38.63426, 15.85147
2523408;San Nicola dell'Alto;San Nicola dell'Alto;San Nicola dell'Alto,Shen Kolli;P;PPLA3;IT;Italy;;03;KR;101021;;898;579;538;Europe/Rome;2014-04-13;Italy;39.29094, 16.97179
2523500;San Demetrio Corone;San Demetrio Corone;San Demetrio Corone,Shen Mitri;P;PPLA3;IT;Italy;;03;CS;078114;;2281;521;500;Europe/Rome;2014-01-11;Italy;39.5699, 16.36149
2523588;Rombiolo;Rombiolo;;P;PPLA3;IT;Italy;;03;VV;102031;;2494;460;465;Europe/Rome;2014-04-13;Italy;38.59535, 16.00237
2523658;Raccuja;Raccuja;Raccuja;P;PPLA3;IT;Italy;;15;ME;083069;;584;640;690;Europe/Rome;2014-04-13;Italy;38.05583, 14.91044
2523742;Polia;Polia;Polia,Polija,Pulia,poria,Полия,Полія,Պոլիա,ポリーア;P;PPLA3;IT;Italy;;03;VV;102029;;309;400;382;Europe/Rome;2014-01-11;Italy;38.75118, 16.3122
2523793;Piedimonte Etneo;Piedimonte Etneo;Piedimonte,Piedimonte Etnea,Piedimonte Etneo,Piemunti;P;PPLA3;IT;Italy;;15;CT;087035;;3381;348;353;Europe/Rome;2014-04-13;Italy;37.80677, 15.17516
2523796;Piazza Armerina;Piazza Armerina;Ciazza,Cjassa,Piazza Armerina;P;PPLA3;IT;Italy;;15;EN;086014;;17736;697;703;Europe/Rome;2014-04-13;Italy;37.38417, 14.36921
2523975;Olivadi;Olivadi;Olivadi;P;PPLA3;IT;Italy;;03;CZ;079088;;508;485;490;Europe/Rome;2014-01-11;Italy;38.72558, 16.4237
2523987;Nuraminis;Nuraminis;Nuraminis;P;PPLA3;IT;Italy;;14;SU;111047;;2324;93;88;Europe/Rome;2018-02-10;Italy;39.44258, 9.01395
2524044;Mottafollone;Mottafollone;Mottafollone;P;PPLA3;IT;Italy;;03;CS;078085;;1072;384;374;Europe/Rome;2014-04-13;Italy;39.6485, 16.06451
2524172;Mesoraca;Mesoraca;Mesoraca,Mesuraca;P;PPLA3;IT;Italy;;03;KR;101015;;6158;415;427;Europe/Rome;2014-04-13;Italy;39.07948, 16.78808
2524253;Marittima;Marittima;Marittima;P;PPL;IT;Italy;;13;LE;075027;;1796;28;97;Europe/Rome;2014-04-13;Italy;39.99609, 18.39895
2524289;Marano Principato;Marano Principato;Marano Principato;P;PPLA3;IT;Italy;;03;CS;078077;;2639;496;512;Europe/Rome;2014-04-13;Italy;39.29782, 16.1743
2524367;Longobucco;Longobucco;Longobucco;P;PPLA3;IT;Italy;;03;CS;078068;;2501;784;808;Europe/Rome;2014-01-11;Italy;39.4483, 16.6105
2524435;Las Plassas;Las Plassas;Las Plassas;P;PPLA3;IT;Italy;;14;SU;111037;;223;148;151;Europe/Rome;2018-02-10;Italy;39.67979, 8.98442
2524587;Gonnosfanadiga;Gonnosfanadiga;Gonnosfanadiga;P;PPLA3;IT;Italy;;14;SU;111031;;6423;180;190;Europe/Rome;2018-02-10;Italy;39.49426, 8.662
2524880;Crucoli;Crucoli;;P;PPLA3;IT;Italy;;03;KR;101011;;774;380;318;Europe/Rome;2014-04-13;Italy;39.42713, 17.00281
2524957;Colosimi;Colosimi;Colosimi;P;PPLA3;IT;Italy;;03;CS;078043;;438;850;869;Europe/Rome;2014-04-13;Italy;39.11911, 16.39909
2524989;Ciminna;Ciminna;Ciminna;P;PPLA3;IT;Italy;;15;PA;082030;;3340;530;473;Europe/Rome;2014-04-13;Italy;37.89765, 13.55966
2525075;Castrolibero;Castrolibero;Castrolibero;P;PPLA3;IT;Italy;;03;CS;078031;;369;559;513;Europe/Rome;2014-04-13;Italy;39.31002, 16.19453
2525369;Caraffa di Catanzaro;Caraffa di Catanzaro;Caraffa,Caraffa di Catanzaro;P;PPLA3;IT;Italy;;03;CZ;079017;;1452;358;360;Europe/Rome;2014-04-13;Italy;38.88194, 16.48675
2525441;Camastra;Camastra;Camastra,Camastra ex Solfara;P;PPLA3;IT;Italy;;15;AG;084008;;2090;340;349;Europe/Rome;2014-04-13;Italy;37.2538, 13.79211
2525476;Caccamo;Caccamo;;P;PPLA3;IT;Italy;;15;PA;082014;;7241;521;542;Europe/Rome;2014-04-13;Italy;37.93357, 13.66808
2525492;Buccheri;Buccheri;Buccheri,bukkeri,ブッケリ;P;PPLA3;IT;Italy;;15;SR;089003;;1860;820;815;Europe/Rome;2014-04-13;Italy;37.12494, 14.85222
2525506;Brancaleone-Marina;Brancaleone-Marina;Brancaleone Marina,Marina di Brancaleone;P;PPLA3;IT;Italy;;03;RC;080014;;3053;;36;Europe/Rome;2014-05-20;Italy;37.96667, 16.1
2525608;Ballao;Ballao;Ballao,Ballau;P;PPLA3;IT;Italy;;14;SU;111003;;858;90;96;Europe/Rome;2018-02-10;Italy;39.54919, 9.36178
2525729;Altofonte;Altofonte;Altofonte,Parco,Parcu;P;PPLA3;IT;Italy;;15;PA;082005;;7087;350;380;Europe/Rome;2014-04-13;Italy;38.04298, 13.29434
3163837;Zuglio;Zuglio;Zuglio,Zui;P;PPLA3;IT;Italy;;06;UD;030136;;455;429;419;Europe/Rome;2014-04-13;Italy;46.4583, 13.02589
3163859;Zoagli;Zoagli;Zoaggi,Zoagli;P;PPLA3;IT;Italy;;08;GE;010067;;2126;17;14;Europe/Rome;2014-01-11;Italy;44.33668, 9.2668
3163875;Ziano Piacentino;Ziano Piacentino;Ziano,Ziano Piacentino;P;PPLA3;IT;Italy;;05;PC;033048;;574;220;211;Europe/Rome;2014-04-13;Italy;44.9998, 9.39486
3164140;Villa San Secondo;Villa San Secondo;Vila San Sgond,Villa San Secondo;P;PPLA3;IT;Italy;;12;AT;005119;;234;287;269;Europe/Rome;2014-04-13;Italy;45.00513, 8.13462
3164238;Villaga;Villaga;Villaga;P;PPLA3;IT;Italy;;20;VI;024117;;151;45;33;Europe/Rome;2014-04-13;Italy;45.40273, 11.53468
3164288;Villa Caldari;Villa Caldari;Villa Caldari;P;PPL;IT;Italy;;01;CH;069058;;1289;;185;Europe/Rome;2014-04-26;Italy;42.29566, 14.36157
3164323;Vigolo Vattaro;Vigolo Vattaro;Vigolo Vattaro,ヴィゴーロ・ヴァッターロ;P;PPLA3;IT;Italy;;17;TN;022236;;1779;725;725;Europe/Rome;2016-11-12;Italy;46.00523, 11.1979
3164385;Vietri sul Mare;Vietri sul Mare;Vietri sul Mare,Виетри сул Маре;P;PPLA3;IT;Italy;;04;SA;065157;;3852;80;63;Europe/Rome;2014-04-13;Italy;40.6702, 14.72661
3164411;Vico Canavese;Vico Canavese;Vico Canavese,ヴィーコ・カナヴェーゼ;P;PPLA3;IT;Italy;;12;TO;001318;;430;738;724;Europe/Rome;2019-03-08;Italy;45.49342, 7.77887
3164493;Vescovana;Vescovana;Vescovana,Vescovanum,Veskovana,vuesukovuana,wei si ke wa na,Вескована,Վեսկովանա,ヴェスコヴァーナ,韦斯科瓦纳;P;PPLA3;IT;Italy;;20;PD;028097;;648;7;3;Europe/Rome;2014-04-13;Italy;45.13422, 11.71261
3164504;Vertova;Vertova;Vertova;P;PPLA3;IT;Italy;;09;BG;016234;;4714;397;412;Europe/Rome;2014-04-13;Italy;45.81, 9.84944
3164519;Verres;Verres;Castel Verres,Castel Verrès,Verres,Verrès;P;PPLA3;IT;Italy;;19;AO;007073;;2488;;382;Europe/Rome;2014-05-01;Italy;45.66656, 7.68911
3164745;Valvasone;Valvasone;Valvasone,Voleson;P;PPLA3;IT;Italy;;06;PN;093053;;1802;59;54;Europe/Rome;2016-11-12;Italy;45.99331, 12.86659
3164828;Vallerotonda;Vallerotonda;Vadditunna,Valerotonda,Vallerotonda,Vallis Rotunda,ballelotonda,vuarrerotonda,wa lai luo tong da,Валеротонда,Валлеротонда,Վալերոտոնդա,ヴァッレロトンダ,瓦莱罗通达,발레로톤다;P;PPLA3;IT;Italy;;07;FR;060084;;354;620;588;Europe/Rome;2014-04-13;Italy;41.55135, 13.91372
3164912;San Nicolò;San Nicolo;;P;PPLA3;IT;Italy;;09;SO;014073;;2742;;1335;Europe/Rome;2012-02-29;Italy;46.46299, 10.40998
3165120;Tufino;Tufino;Tufino,toufino,トゥフィーノ;P;PPLA3;IT;Italy;;04;NA;063085;;2514;91;97;Europe/Rome;2014-04-13;Italy;40.95586, 14.56568
3165129;Trovo;Trovo;Trovo;P;PPLA3;IT;Italy;;09;PV;018165;;879;97;96;Europe/Rome;2014-01-16;Italy;45.28296, 9.03545
3165208;Trevico;Trevico;Trehvika,Trevico,Trevicu,Treviko,Trivicum,te lei wei ke,teulebiko,torevuiko,Тревико,Тревіко,Трэвіка,Տրևիկո,تره‌ویکو,トレヴィーコ,特雷维科,트레비코;P;PPLA3;IT;Italy;;04;AV;064112;;356;1090;1061;Europe/Rome;2014-04-13;Italy;41.04808, 15.23292
3165209;Trevi;Trevi;Trevi;P;PPLA3;IT;Italy;;18;PG;054054;;4906;294;410;Europe/Rome;2016-05-21;Italy;42.87769, 12.74938
3165380;Torrita Tiberina;Torrita Tiberina;Torrita,Torrita Tiberina,トッリータ・ティベリーナ;P;PPLA3;IT;Italy;;07;RM;058106;;558;179;206;Europe/Rome;2014-04-13;Italy;42.23821, 12.61633
3165412;Torrevecchia;Torrevecchia;Torrevecchia Teatina;P;PPLA3;IT;Italy;;01;CH;069094;;942;;218;Europe/Rome;2014-05-17;Italy;42.38274, 14.21331
3165484;Torrazzo;Torrazzo;Torrazzo;P;PPLA3;IT;Italy;;12;BI;096069;;161;622;620;Europe/Rome;2014-04-13;Italy;45.49874, 7.95428
